Datelvl,Timelvl,Water Level,Datesf,Timesf,Corrected Out (cm/hr),Date time hum,Humidity,Date time  temp,Temperature
22/01/2024,22:25:00,33.12,,,,,,,
22/01/2024,22:30:00,33.24,,,,,,,
22/01/2024,22:35:00,33.3,,,,,,,
22/01/2024,22:40:00,33.23,,,,,,,
22/01/2024,22:45:00,33.21,,,,,,,
22/01/2024,22:50:00,33.18,,,,,,,
22/01/2024,22:55:00,35.93,,,,,,,
22/01/2024,23:00:00,37.02,,,,,,,
22/01/2024,23:05:00,38.15,,,,,,,
22/01/2024,23:10:00,39.46,,,,,,,
22/01/2024,23:15:00,40.28,,,,,,,
22/01/2024,23:20:00,41.19,,,,,,,
22/01/2024,23:25:00,42.4,,,,,,,
22/01/2024,23:30:00,43.08,,,,,,,
22/01/2024,23:35:00,43.23,,,,,,,
22/01/2024,23:40:00,43.88,,,,,,,
22/01/2024,23:45:00,43.59,,,,,,,
22/01/2024,23:50:00,42.59,,,,,,,
22/01/2024,23:55:00,42.22,,,,,,,
23/01/2024,0:00:00,42.03,,,,,,,
23/01/2024,0:05:00,40.6,,,,,,,
23/01/2024,0:10:00,39.05,,,,,,,
23/01/2024,0:15:00,37.63,,,,,,,
23/01/2024,0:20:00,35.66,,,,,,,
23/01/2024,0:25:00,33.16,,,,,,,
23/01/2024,0:30:00,32.39,,,,,,,
23/01/2024,0:35:00,32.12,,,,,,,
23/01/2024,0:40:00,31.52,,,,,,,
23/01/2024,0:45:00,30.78,,,,,,,
23/01/2024,0:50:00,30.42,,,,,,,
23/01/2024,0:55:00,30.14,,,,,,,
23/01/2024,1:00:00,29.91,,,,,,,
23/01/2024,1:05:00,29.75,,,,,,,
23/01/2024,1:10:00,29.55,,,,,,,
23/01/2024,1:15:00,29.34,,,,,,,
23/01/2024,1:20:00,29.12,,,,,,,
23/01/2024,1:25:00,28.84,,,,,,,
23/01/2024,1:30:00,28.98,,,,,,,
23/01/2024,1:35:00,30.47,,,,,,,
23/01/2024,1:40:00,29.91,,,,,,,
23/01/2024,1:45:00,29.62,,,,,,,
23/01/2024,1:50:00,29.46,,,,,,,
23/01/2024,1:55:00,29.18,,,,,,,
23/01/2024,2:00:00,28.9,,,,,,,
23/01/2024,2:05:00,30.52,,,,,,,
23/01/2024,2:10:00,29.64,,,,,,,
23/01/2024,2:15:00,29.15,,,,,,,
23/01/2024,2:20:00,28.94,,,,,,,
23/01/2024,2:25:00,28.76,,,,,,,
23/01/2024,2:30:00,28.71,,,,,,,
23/01/2024,2:35:00,30.23,,,,,,,
23/01/2024,2:40:00,29.91,,,,,,,
23/01/2024,2:45:00,29.55,,,,,,,
23/01/2024,2:50:00,29.15,,,,,,,
23/01/2024,2:55:00,28.83,,,,,,,
23/01/2024,3:00:00,28.5,,,,,,,
23/01/2024,3:05:00,28.68,,,,,,,
23/01/2024,3:10:00,30.16,,,,,,,
23/01/2024,3:15:00,29.46,,,,,,,
23/01/2024,3:20:00,29.02,,,,,,,
23/01/2024,3:25:00,28.76,,,,,,,
23/01/2024,3:30:00,28.45,,,,,,,
23/01/2024,3:35:00,28.19,,,,,,,
23/01/2024,3:40:00,27.93,,,,,,,
23/01/2024,3:45:00,29.5,,,,,,,
23/01/2024,3:50:00,28.81,,,,,,,
23/01/2024,3:55:00,28.42,,,,,,,
23/01/2024,4:00:00,28.14,,,,,,,
23/01/2024,4:05:00,27.98,,,,,,,
23/01/2024,4:10:00,27.86,,,,,,,
23/01/2024,4:15:00,29.71,,,,,,,
23/01/2024,4:20:00,28.9,,,,,,,
23/01/2024,4:25:00,28.48,,,,,,,
23/01/2024,4:30:00,28.26,,,,,,,
23/01/2024,4:35:00,28.09,,,,,,,
23/01/2024,4:40:00,27.91,,,,,,,
23/01/2024,4:45:00,27.69,,,,,,,
23/01/2024,4:50:00,29.25,,,,,,,
23/01/2024,4:55:00,28.7,,,,,,,
23/01/2024,5:00:00,28.38,,,,,,,
23/01/2024,5:05:00,28.12,,,,,,,
23/01/2024,5:10:00,28,,,,,,,
23/01/2024,5:15:00,27.91,,,,,,,
23/01/2024,5:20:00,27.75,,,,,,,
23/01/2024,5:25:00,29.25,,,,,,,
23/01/2024,5:30:00,29.07,,,,,,,
23/01/2024,5:35:00,28.85,,,,,,,
23/01/2024,5:40:00,28.67,,,,,,,
23/01/2024,5:45:00,28.53,,,,,,,
23/01/2024,5:50:00,28.56,,,,,,,
23/01/2024,5:55:00,28.56,,,,,,,
23/01/2024,6:00:00,30.38,,,,,,,
23/01/2024,6:05:00,29.74,,,,,,,
23/01/2024,6:10:00,29.46,,,,,,,
23/01/2024,6:15:00,29.15,,,,,,,
23/01/2024,6:20:00,28.94,,,,,,,
23/01/2024,6:25:00,28.8,,,,,,,
23/01/2024,6:30:00,28.63,,,,,,,
23/01/2024,6:35:00,28.69,,,,,,,
23/01/2024,6:40:00,28.68,,,,,,,
23/01/2024,6:45:00,28.67,,,,,,,
23/01/2024,6:50:00,30.19,,,,,,,
23/01/2024,6:55:00,29.75,,,,,,,
23/01/2024,7:00:00,29.62,,,,,,,
23/01/2024,7:05:00,29.38,,,,,,,
23/01/2024,7:10:00,29.52,,,,,,,
23/01/2024,7:15:00,29.67,,,,,,,
23/01/2024,7:20:00,29.62,,,,,,,
23/01/2024,7:25:00,29.72,,,,,,,
23/01/2024,7:30:00,29.69,,,,,,,
23/01/2024,7:35:00,29.73,,,,,,,
23/01/2024,7:40:00,29.97,,,,,,,
23/01/2024,7:45:00,29.95,,,,,,,
23/01/2024,7:50:00,30.03,,,,,,,
23/01/2024,7:55:00,31.83,,,,,,,
23/01/2024,8:00:00,31.98,,,,,,,
23/01/2024,8:05:00,32.06,,,,,,,
23/01/2024,8:10:00,32,,,,,,,
23/01/2024,8:15:00,31.88,,,,,,,
23/01/2024,8:20:00,31.94,,,,,,,
23/01/2024,8:25:00,32.05,,,,,,,
23/01/2024,8:30:00,32.03,,,,,,,
23/01/2024,8:35:00,32.05,,,,,,,
23/01/2024,8:40:00,32.06,,,,,,,
23/01/2024,8:45:00,32.08,,,,,,,
23/01/2024,8:50:00,32.26,,,,,,,
23/01/2024,8:55:00,32.24,,,,,,,
23/01/2024,9:00:00,32.29,,,,,,,
23/01/2024,9:05:00,32.31,,,,,,,
23/01/2024,9:10:00,32.34,,,,,,,
23/01/2024,9:15:00,32.28,,,,,,,
23/01/2024,9:20:00,32.16,,,,,,,
23/01/2024,9:25:00,32.06,,,,,,,
23/01/2024,9:30:00,31.92,,,,,,,
23/01/2024,9:35:00,31.72,,,,,,,
23/01/2024,9:40:00,31.59,,,,,,,
23/01/2024,9:45:00,31.44,,,,,,,
23/01/2024,9:50:00,31.52,,,,,,,
23/01/2024,9:55:00,31.63,,,,,,,
23/01/2024,10:00:00,31.58,,,,,,,
23/01/2024,10:05:00,31.54,,,,,,,
23/01/2024,10:10:00,31.61,,,,,,,
23/01/2024,10:15:00,31.7,,,,,,,
23/01/2024,10:20:00,31.61,,,,,,,
23/01/2024,10:25:00,31.62,,,,,,,
23/01/2024,10:30:00,31.63,,,,,,,
23/01/2024,10:35:00,31.59,,,,,,,
23/01/2024,10:40:00,31.48,,,,,,,
23/01/2024,10:45:00,31.3,,,,,,,
23/01/2024,10:50:00,31.26,,,,,,,
23/01/2024,10:55:00,31.22,,,,,,,
23/01/2024,11:00:00,31.14,,,,,,,
23/01/2024,11:05:00,31.05,,,,,,,
23/01/2024,11:10:00,30.98,,,,,,,
23/01/2024,11:15:00,30.99,,,,,,,
23/01/2024,11:20:00,30.99,,,,,,,
23/01/2024,11:25:00,31.06,,,,,,,
23/01/2024,11:30:00,30.96,,,,,,,
23/01/2024,11:35:00,30.93,,,,,,,
23/01/2024,11:40:00,30.94,,,,,,,
23/01/2024,11:45:00,30.68,,,,,,,
23/01/2024,11:50:00,30.67,,,,,,,
23/01/2024,11:55:00,30.65,,,,,,,
23/01/2024,12:00:00,30.81,,,,,,,
23/01/2024,12:05:00,30.62,,,,,,,
23/01/2024,12:10:00,30.63,,,,,,,
23/01/2024,12:15:00,30.58,,,,,,,
23/01/2024,12:20:00,30.46,,,,,,,
23/01/2024,12:25:00,30.29,,,,,,,
23/01/2024,12:30:00,30.02,,,,,,,
23/01/2024,12:35:00,30.12,,,,,,,
23/01/2024,12:40:00,30.12,,,,,,,
23/01/2024,12:45:00,29.98,,,,,,,
23/01/2024,12:50:00,30.05,,,,,,,
23/01/2024,12:55:00,29.91,,,,,,,
23/01/2024,13:00:00,29.89,,,,,,,
23/01/2024,13:05:00,29.89,,,,,,,
23/01/2024,13:10:00,29.58,,,,,,,
23/01/2024,13:15:00,29.39,,,,,,,
23/01/2024,13:20:00,29.36,,,,,,,
23/01/2024,13:25:00,29.32,,,,,,,
23/01/2024,13:30:00,29.1,,,,,,,
23/01/2024,13:35:00,29.05,,,,,,,
23/01/2024,13:40:00,28.96,,,,,,,
23/01/2024,13:45:00,28.86,,,,,,,
23/01/2024,13:50:00,28.79,,,,,,,
23/01/2024,13:55:00,28.64,,,,,,,
23/01/2024,14:00:00,28.59,,,,,,,
23/01/2024,14:05:00,28.58,,,,,,,
23/01/2024,14:10:00,27.97,,,,,,,
23/01/2024,14:15:00,28.07,,,,,,,
23/01/2024,14:20:00,27.91,,,,,,,
23/01/2024,14:25:00,27.83,,,,,,,
23/01/2024,14:30:00,28.25,,,,,,,
23/01/2024,14:35:00,27.81,,,,,,,
23/01/2024,14:40:00,27.57,,,,,,,
23/01/2024,14:45:00,27.54,,,,,,,
23/01/2024,14:50:00,27.44,,,,,,,
23/01/2024,14:55:00,27.51,,,,,,,
23/01/2024,15:00:00,27.32,,,,,,,
23/01/2024,15:05:00,27.33,,,,,,,
23/01/2024,15:10:00,27.25,,,,,,,
23/01/2024,15:15:00,27.2,,,,,,,
23/01/2024,15:20:00,27.23,,,,,,,
23/01/2024,15:25:00,27.04,,,,,,,
23/01/2024,15:30:00,27.11,,,,,,,
23/01/2024,15:35:00,27.15,,,,,,,
23/01/2024,15:40:00,27.02,,,,,,,
23/01/2024,15:45:00,26.53,,,,,,,
23/01/2024,15:50:00,26.38,,,,,,,
23/01/2024,15:55:00,26.75,,,,,,,
23/01/2024,16:00:00,26.08,,,,,,,
23/01/2024,16:05:00,26.28,,,,,,,
23/01/2024,16:10:00,26.36,,,,,,,
23/01/2024,16:15:00,26.5,,,,,,,
23/01/2024,16:20:00,26.44,,,,,,,
23/01/2024,16:25:00,26.28,,,,,,,
23/01/2024,16:30:00,25.96,,,,,,,
23/01/2024,16:35:00,26,,,,,,,
23/01/2024,16:40:00,25.98,,,,,,,
23/01/2024,16:45:00,26.27,,,,,,,
23/01/2024,16:50:00,25.68,,,,,,,
23/01/2024,16:55:00,25.77,,,,,,,
23/01/2024,17:00:00,26.25,,,,,,,
23/01/2024,17:05:00,25.97,,,,,,,
23/01/2024,17:10:00,25.57,,,,,,,
23/01/2024,17:15:00,25.8,,,,,,,
23/01/2024,17:20:00,25.9,,,,,,,
23/01/2024,17:25:00,25.7,,,,,,,
23/01/2024,17:30:00,25.27,,,,,,,
23/01/2024,17:35:00,25.5,,,,,,,
23/01/2024,17:40:00,25.48,,,,,,,
23/01/2024,17:45:00,25.37,,,,,,,
23/01/2024,17:50:00,25.59,,,,,,,
23/01/2024,17:55:00,25.31,,,,,,,
23/01/2024,18:00:00,25.4,,,,,,,
23/01/2024,18:05:00,25.55,,,,,,,
23/01/2024,18:10:00,25.17,,,,,,,
23/01/2024,18:15:00,25.38,,,,,,,
23/01/2024,18:20:00,25.28,,,,,,,
23/01/2024,18:25:00,25.31,,,,,,,
23/01/2024,18:30:00,25.41,,,,,,,
23/01/2024,18:35:00,25.34,,,,,,,
23/01/2024,18:40:00,25.31,,,,,,,
23/01/2024,18:45:00,25.28,,,,,,,
23/01/2024,18:50:00,25.37,,,,,,,
23/01/2024,18:55:00,25.51,,,,,,,
23/01/2024,19:00:00,25.46,,,,,,,
23/01/2024,19:05:00,25.32,,,,,,,
23/01/2024,19:10:00,25.19,,,,,,,
23/01/2024,19:15:00,25.31,,,,,,,
23/01/2024,19:20:00,25.34,,,,,,,
23/01/2024,19:25:00,25.41,,,,,,,
23/01/2024,19:30:00,25.35,,,,,,,
23/01/2024,19:35:00,25.42,,,,,,,
23/01/2024,19:40:00,25.5,,,,,,,
23/01/2024,19:45:00,25.54,,,,,,,
23/01/2024,19:50:00,25.62,,,,,,,
23/01/2024,19:55:00,25.66,,,,,,,
23/01/2024,20:00:00,25.65,,,,,,,
23/01/2024,20:05:00,25.6,,,,,,,
23/01/2024,20:10:00,25.63,,,,,,,
23/01/2024,20:15:00,25.66,,,,,,,
23/01/2024,20:20:00,25.56,,,,,,,
23/01/2024,20:25:00,25.59,,,,,,,
23/01/2024,20:30:00,25.49,,,,,,,
23/01/2024,20:35:00,25.42,,,,,,,
23/01/2024,20:40:00,25.43,,,,,,,
23/01/2024,20:45:00,25.36,,,,,,,
23/01/2024,20:50:00,25.42,,,,,,,
23/01/2024,20:55:00,25.36,,,,,,,
23/01/2024,21:00:00,25.32,,,,,,,
23/01/2024,21:05:00,25.29,,,,,,,
23/01/2024,21:10:00,25.25,,,,,,,
23/01/2024,21:15:00,25.21,,,,,,,
23/01/2024,21:20:00,25.19,,,,,,,
23/01/2024,21:25:00,25.2,,,,,,,
23/01/2024,21:30:00,25.18,,,,,,,
23/01/2024,21:35:00,25.21,,,,,,,
23/01/2024,21:40:00,25.21,,,,,,,
23/01/2024,21:45:00,25.19,,,,,,,
23/01/2024,21:50:00,25.18,,,,,,,
23/01/2024,21:55:00,25.1,,,,,,,
23/01/2024,22:00:00,25,,,,,,,
23/01/2024,22:05:00,25,,,,,,,
23/01/2024,22:10:00,24.96,,,,,,,
23/01/2024,22:15:00,24.83,,,,,,,
23/01/2024,22:20:00,24.74,,,,,,,
23/01/2024,22:25:00,24.67,,,,,,,
23/01/2024,22:30:00,24.59,,,,,,,
23/01/2024,22:35:00,24.52,,,,,,,
23/01/2024,22:40:00,24.41,,,,,,,
23/01/2024,22:45:00,24.39,,,,,,,
23/01/2024,22:50:00,24.27,,,,,,,
23/01/2024,22:55:00,24.16,,,,,,,
23/01/2024,23:00:00,24.06,,,,,,,
23/01/2024,23:05:00,23.99,,,,,,,
23/01/2024,23:10:00,23.92,,,,,,,
23/01/2024,23:15:00,23.82,,,,,,,
23/01/2024,23:20:00,23.68,,,,,,,
23/01/2024,23:25:00,23.53,,,,,,,
23/01/2024,23:30:00,23.38,,,,,,,
23/01/2024,23:35:00,23.28,,,,,,,
23/01/2024,23:40:00,23.21,,,,,,,
23/01/2024,23:45:00,23.04,,,,,,,
23/01/2024,23:50:00,22.9,,,,,,,
23/01/2024,23:55:00,22.78,,,,,,,
24/01/2024,0:00:00,22.66,,,,,,,
24/01/2024,0:05:00,25.22,,,,,,,
24/01/2024,0:10:00,25.26,,,,,,,
24/01/2024,0:15:00,25.63,,,,,,,
24/01/2024,0:20:00,26.51,,,,,,,
24/01/2024,0:25:00,27.71,,,,,,,
24/01/2024,0:30:00,28.29,,,,,,,
24/01/2024,0:35:00,29.28,,,,,,,
24/01/2024,0:40:00,29.36,,,,,,,
24/01/2024,0:45:00,28.59,,,,,,,
24/01/2024,0:50:00,27.73,,,,,,,
24/01/2024,0:55:00,26.9,,,,,,,
24/01/2024,1:00:00,26.06,,,,,,,
24/01/2024,1:05:00,25.28,,,,,,,
24/01/2024,1:10:00,24.25,,,,,,,
24/01/2024,1:15:00,22.86,,,,,,,
24/01/2024,1:20:00,21.8,,,,,,,
24/01/2024,1:25:00,20.72,,,,,,,
24/01/2024,1:30:00,19.77,,,,,,,
24/01/2024,1:35:00,19.33,,,,,,,
24/01/2024,1:40:00,19.11,,,,,,,
24/01/2024,1:45:00,18.76,,,,,,,
24/01/2024,1:50:00,18.5,,,,,,,
24/01/2024,1:55:00,18.2,,,,,,,
24/01/2024,2:00:00,17.83,,,,,,,
24/01/2024,2:05:00,17.61,,,,,,,
24/01/2024,2:10:00,17.62,,,,,,,
24/01/2024,2:15:00,17.4,,,,,,,
24/01/2024,2:20:00,17.33,,,,,,,
24/01/2024,2:25:00,17.66,,,,,,,
24/01/2024,2:30:00,17.19,,,,,,,
24/01/2024,2:35:00,18.6,,,,,,,
24/01/2024,2:40:00,18.12,,,,,,,
24/01/2024,2:45:00,17.88,,,,,,,
24/01/2024,2:50:00,17.64,,,,,,,
24/01/2024,2:55:00,17.19,,,,,,,
24/01/2024,3:00:00,17.37,,,,,,,
24/01/2024,3:05:00,17.37,,,,,,,
24/01/2024,3:10:00,18.76,,,,,,,
24/01/2024,3:15:00,18.28,,,,,,,
24/01/2024,3:20:00,17.86,,,,,,,
24/01/2024,3:25:00,17.6,,,,,,,
24/01/2024,3:30:00,17.39,,,,,,,
24/01/2024,3:35:00,17.4,,,,,,,
24/01/2024,3:40:00,17.03,,,,,,,
24/01/2024,3:45:00,17.03,,,,,,,
24/01/2024,3:50:00,18.25,,,,,,,
24/01/2024,3:55:00,18.05,,,,,,,
24/01/2024,4:00:00,18.01,,,,,,,
24/01/2024,4:05:00,17.82,,,,,,,
24/01/2024,4:10:00,17.97,,,,,,,
24/01/2024,4:15:00,17.52,,,,,,,
24/01/2024,4:20:00,17.65,,,,,,,
24/01/2024,4:25:00,17.81,,,,,,,
24/01/2024,4:30:00,17.76,,,,,,,
24/01/2024,4:35:00,17.39,,,,,,,
24/01/2024,4:40:00,17.71,,,,,,,
24/01/2024,4:45:00,17.59,,,,,,,
24/01/2024,4:50:00,17.69,,,,,,,
24/01/2024,4:55:00,17.51,,,,,,,
24/01/2024,5:00:00,17.45,,,,,,,
24/01/2024,5:05:00,17.69,,,,,,,
24/01/2024,5:10:00,17.56,,,,,,,
24/01/2024,5:15:00,17.85,,,,,,,
24/01/2024,5:20:00,18.39,,,,,,,
24/01/2024,5:25:00,18.01,,,,,,,
24/01/2024,5:30:00,17.92,,,,,,,
24/01/2024,5:35:00,17.85,,,,,,,
24/01/2024,5:40:00,18,,,,,,,
24/01/2024,5:45:00,17.61,,,,,,,
24/01/2024,5:50:00,18.17,,,,,,,
24/01/2024,5:55:00,18.28,,,,,,,
24/01/2024,6:00:00,18.45,,,,,,,
24/01/2024,6:05:00,18.81,,,,,,,
24/01/2024,6:10:00,18.6,,,,,,,
24/01/2024,6:15:00,19.14,,,,,,,
24/01/2024,6:20:00,19.24,,,,,,,
24/01/2024,6:25:00,19.14,,,,,,,
24/01/2024,6:30:00,19.16,,,,,,,
24/01/2024,6:35:00,19.56,,,,,,,
24/01/2024,6:40:00,19.88,,,,,,,
24/01/2024,6:45:00,19.86,,,,,,,
24/01/2024,6:50:00,19.86,,,,,,,
24/01/2024,6:55:00,20.04,,,,,,,
24/01/2024,7:00:00,20.02,,,,,,,
24/01/2024,7:05:00,20.22,,,,,,,
24/01/2024,7:10:00,20.35,,,,,,,
24/01/2024,7:15:00,20.58,,,,,,,
24/01/2024,7:20:00,20.71,,,,,,,
24/01/2024,7:25:00,20.87,,,,,,,
24/01/2024,7:30:00,20.82,,,,,,,
24/01/2024,7:35:00,20.91,,,,,,,
24/01/2024,7:40:00,21.14,,,,,,,
24/01/2024,7:45:00,21.61,,,,,,,
24/01/2024,7:50:00,21.89,,,,,,,
24/01/2024,7:55:00,22.07,,,,,,,
24/01/2024,8:00:00,22.25,,,,,,,
24/01/2024,8:05:00,22.4,,,,,,,
24/01/2024,8:10:00,22.62,,,,,,,
24/01/2024,8:15:00,22.79,,,,,,,
24/01/2024,8:20:00,23.01,,,,,,,
24/01/2024,8:25:00,23.03,,,,,,,
24/01/2024,8:30:00,23.33,,,,,,,
24/01/2024,8:35:00,23.17,,,,,,,
24/01/2024,8:40:00,23.46,,,,,,,
24/01/2024,8:45:00,23.51,,,,,,,
24/01/2024,8:50:00,23.58,,,,,,,
24/01/2024,8:55:00,23.56,,,,,,,
24/01/2024,9:00:00,23.7,,,,,,,
24/01/2024,9:05:00,23.77,,,,,,,
24/01/2024,9:10:00,23.71,,,,,,,
24/01/2024,9:15:00,23.69,,,,,,,
24/01/2024,9:20:00,23.9,,,,,,,
24/01/2024,9:25:00,23.74,,,,,,,
24/01/2024,9:30:00,23.76,,,,,,,
24/01/2024,9:35:00,24,,,,,,,
24/01/2024,9:40:00,23.93,,,,,,,
24/01/2024,9:45:00,23.86,,,,,,,
24/01/2024,9:50:00,23.71,,,,,,,
24/01/2024,9:55:00,23.6,,,,,,,
24/01/2024,10:00:00,23.79,,,,,,,
24/01/2024,10:05:00,24.02,,,,,,,
24/01/2024,10:10:00,23.86,,,,,,,
24/01/2024,10:15:00,23.7,,,,,,,
24/01/2024,10:20:00,23.81,,,,,,,
24/01/2024,10:25:00,23.84,,,,,,,
24/01/2024,10:30:00,24.16,,,,,,,
24/01/2024,10:35:00,24.07,,,,,,,
24/01/2024,10:40:00,23.9,,,,,,,
24/01/2024,10:45:00,23.79,,,,,,,
24/01/2024,10:50:00,23.98,,,,,,,
24/01/2024,10:55:00,23.96,,,,,,,
24/01/2024,11:00:00,24,,,,,,,
24/01/2024,11:05:00,24.12,,,,,,,
24/01/2024,11:10:00,24.11,,,,,,,
24/01/2024,11:15:00,23.94,,,,,,,
24/01/2024,11:20:00,23.98,,,,,,,
24/01/2024,11:25:00,23.91,,,,,,,
24/01/2024,11:30:00,23.74,,,,,,,
24/01/2024,11:35:00,23.4,,,,,,,
24/01/2024,11:40:00,23.48,,,,,,,
24/01/2024,11:45:00,23.68,,,,,,,
24/01/2024,11:50:00,23.78,,,,,,,
24/01/2024,11:55:00,23.86,,,,,,,
24/01/2024,12:00:00,23.62,,,,,,,
24/01/2024,12:05:00,23.85,,,,,,,
24/01/2024,12:10:00,23.75,,,,,,,
24/01/2024,12:15:00,23.86,,,,,,,
24/01/2024,12:20:00,23.81,,,,,,,
24/01/2024,12:25:00,23.79,,,,,,,
24/01/2024,12:30:00,23.91,,,,,,,
24/01/2024,12:35:00,24.08,,,,,,,
24/01/2024,12:40:00,24.01,,,,,,,
24/01/2024,12:45:00,24.02,,,,,,,
24/01/2024,12:50:00,24.07,,,,,,,
24/01/2024,12:55:00,24.17,,,,,,,
24/01/2024,13:00:00,24.34,,,,,,,
24/01/2024,13:05:00,24.26,,,,,,,
24/01/2024,13:10:00,23.98,,,,,,,
24/01/2024,13:15:00,24.15,,,,,,,
24/01/2024,13:20:00,23.96,,,,,,,
24/01/2024,13:25:00,24.16,,,,,,,
24/01/2024,13:30:00,24.13,,,,,,,
24/01/2024,13:35:00,24.1,,,,,,,
24/01/2024,13:40:00,23.81,,,,,,,
24/01/2024,13:45:00,24.13,,,,,,,
24/01/2024,13:50:00,24.16,,,,,,,
24/01/2024,13:55:00,24.04,,,,,,,
24/01/2024,14:00:00,23.83,,,,,,,
24/01/2024,14:05:00,23.8,,,,,,,
24/01/2024,14:10:00,23.75,,,,,,,
24/01/2024,14:15:00,23.72,,,,,,,
24/01/2024,14:20:00,23.83,,,,,,,
24/01/2024,14:25:00,23.95,,,,,,,
24/01/2024,14:30:00,24.1,,,,,,,
24/01/2024,14:35:00,23.89,,,,,,,
24/01/2024,14:40:00,24,,,,,,,
24/01/2024,14:45:00,24.16,,,,,,,
24/01/2024,14:50:00,24.08,,,,,,,
24/01/2024,14:55:00,24.13,,,,,,,
24/01/2024,15:00:00,24.04,,,,,,,
24/01/2024,15:05:00,24,,,,,,,
24/01/2024,15:10:00,24.06,,,,,,,
24/01/2024,15:15:00,24.05,,,,,,,
24/01/2024,15:20:00,24.18,,,,,,,
24/01/2024,15:25:00,24.33,,,,,,,
24/01/2024,15:30:00,24.28,,,,,,,
24/01/2024,15:35:00,24.22,,,,,,,
24/01/2024,15:40:00,24.24,,,,,,,
24/01/2024,15:45:00,24.28,,,,,,,
24/01/2024,15:50:00,24.33,,,,,,,
24/01/2024,15:55:00,24.34,,,,,,,
24/01/2024,16:00:00,24.53,,,,,,,
24/01/2024,16:05:00,24.44,,,,,,,
24/01/2024,16:10:00,24.54,,,,,,,
24/01/2024,16:15:00,24.65,,,,,,,
24/01/2024,16:20:00,24.7,,,,,,,
24/01/2024,16:25:00,24.72,,,,,,,
24/01/2024,16:30:00,25.01,,,,,,,
24/01/2024,16:35:00,25.06,,,,,,,
24/01/2024,16:40:00,25.3,,,,,,,
24/01/2024,16:45:00,25.32,,,,,,,
24/01/2024,16:50:00,25.03,,,,,,,
24/01/2024,16:55:00,25.17,,,,,,,
24/01/2024,17:00:00,25.03,,,,,,,
24/01/2024,17:05:00,24.98,,,,,,,
24/01/2024,17:10:00,25.11,,,,,,,
24/01/2024,17:15:00,25.41,,,,,,,
24/01/2024,17:20:00,25.52,,,,,,,
24/01/2024,17:25:00,25.65,,,,,,,
24/01/2024,17:30:00,25.5,,,,,,,
24/01/2024,17:35:00,25.47,,,,,,,
24/01/2024,17:40:00,25.53,,,,,,,
24/01/2024,17:45:00,25.34,,,,,,,
24/01/2024,17:50:00,25.4,,,,,,,
24/01/2024,17:55:00,25.22,,,,,,,
24/01/2024,18:00:00,25.25,,,,,,,
24/01/2024,18:05:00,25.36,,,,,,,
24/01/2024,18:10:00,25.46,,,,,,,
24/01/2024,18:15:00,25.45,,,,,,,
24/01/2024,18:20:00,25.48,,,,,,,
24/01/2024,18:25:00,25.7,,,,,,,
24/01/2024,18:30:00,25.78,,,,,,,
24/01/2024,18:35:00,25.79,,,,,,,
24/01/2024,18:40:00,25.82,,,,,,,
24/01/2024,18:45:00,25.8,,,,,,,
24/01/2024,18:50:00,25.99,,,,,,,
24/01/2024,18:55:00,26.36,,,,,,,
24/01/2024,19:00:00,26.39,,,,,,,
24/01/2024,19:05:00,26.3,,,,,,,
24/01/2024,19:10:00,26.36,,,,,,,
24/01/2024,19:15:00,26.42,,,,,,,
24/01/2024,19:20:00,26.44,,,,,,,
24/01/2024,19:25:00,26.38,,,,,,,
24/01/2024,19:30:00,26.37,,,,,,,
24/01/2024,19:35:00,26.45,,,,,,,
24/01/2024,19:40:00,26.35,,,,,,,
24/01/2024,19:45:00,26.41,,,,,,,
24/01/2024,19:50:00,26.43,,,,,,,
24/01/2024,19:55:00,26.53,,,,,,,
24/01/2024,20:00:00,26.6,,,,,,,
24/01/2024,20:05:00,26.49,,,,,,,
24/01/2024,20:10:00,26.51,,,,,,,
24/01/2024,20:15:00,26.45,,,,,,,
24/01/2024,20:20:00,26.51,,,,,,,
24/01/2024,20:25:00,26.57,,,,,,,
24/01/2024,20:30:00,26.67,,,,,,,
24/01/2024,20:35:00,26.6,,,,,,,
24/01/2024,20:40:00,26.53,,,,,,,
24/01/2024,20:45:00,26.53,,,,,,,
24/01/2024,20:50:00,26.54,,,,,,,
24/01/2024,20:55:00,26.58,,,,,,,
24/01/2024,21:00:00,26.6,,,,,,,
24/01/2024,21:05:00,26.65,,,,,,,
24/01/2024,21:10:00,26.77,,,,,,,
24/01/2024,21:15:00,26.83,,,,,,,
24/01/2024,21:20:00,26.79,,,,,,,
24/01/2024,21:25:00,26.79,,,,,,,
24/01/2024,21:30:00,26.79,,,,,,,
24/01/2024,21:35:00,26.75,,,,,,,
24/01/2024,21:40:00,26.74,,,,,,,
24/01/2024,21:45:00,26.83,,,,,,,
24/01/2024,21:50:00,26.9,,,,,,,
24/01/2024,21:55:00,26.89,,,,,,,
24/01/2024,22:00:00,26.97,,,,,,,
24/01/2024,22:05:00,27.01,,,,,,,
24/01/2024,22:10:00,27.09,,,,,,,
24/01/2024,22:15:00,27.04,,,,,,,
24/01/2024,22:20:00,27.05,,,,,,,
24/01/2024,22:25:00,27.02,,,,,,,
24/01/2024,22:30:00,27.01,,,,,,,
24/01/2024,22:35:00,27.1,,,,,,,
24/01/2024,22:40:00,26.93,,,,,,,
24/01/2024,22:45:00,26.97,,,,,,,
